Kabupaten/Kota,Tahun,ROKOK DAN TEMBAKAU,Rokok kretek filter,Rokok kretek tanpa filter,Rokok putih,Tembakau,Rokok dan tembakau Lainnya
Mahakam Ulu,2018,16027.77,10695.8,1177.65,2514.1,1035.78,604.44
Kota Balikpapan,2018,14600.2,9524.81,1337.38,3712.98,6.44,18.6
Kota Samarinda,2018,15054.09,12161.99,545.2,2301.12,0.0,45.79
Kota Bontang,2018,11658.01,9837.85,633.15,1187.0,0.0,0.0
Malinau,2018,17933.42,6396.79,1661.1,9585.39,273.1,17.05
Bulungan,2018,17929.21,16645.03,570.18,629.2,16.3,68.5
Tana Tidung,2018,25642.27,14272.75,122.64,11237.15,9.73,0.0
Nunukan,2018,19649.19,17750.66,845.34,932.75,98.64,21.79
Kota Tarakan,2018,14290.16,10538.75,140.89,3593.94,16.58,0.0
Bolaang Mongondow,2018,18456.34,14846.61,694.15,2658.39,242.48,14.7
Minahasa,2018,13250.06,11285.43,572.66,1369.72,22.24,0.0
Kepulauan Sangihe,2018,11076.6,9362.35,333.43,1231.7,149.12,0.0
Kepulauan Talaud,2018,9859.32,7998.68,584.14,932.51,277.09,66.9
Minahasa Selatan,2018,11506.34,9287.83,323.49,1809.77,81.76,3.48
Minahasa Utara,2018,14216.81,11839.86,289.07,1920.19,129.24,38.46
Bolaang Mongondow Utara,2018,19144.66,15705.05,594.96,2306.7,523.24,14.71
Siau Tagulandang Biaro,2018,11473.38,10504.54,163.51,733.95,68.69,2.69
Minahasa Tenggara,2018,13700.91,12093.27,459.94,1092.76,54.94,0.0
Bolaang Mongondow Selatan,2018,16388.24,12859.92,867.43,2184.61,456.93,19.35
Bolaang Mongondow Timur,2018,22610.82,20692.98,768.63,813.09,336.11,0.0
Kota Manado,2018,12118.43,8867.13,405.93,2825.49,18.76,1.12
Kota Bitung,2018,14453.97,11570.04,116.12,2691.65,76.15,0.0
Kota Tomohon,2018,16884.83,13279.52,930.53,2667.54,7.23,0.0
Kota Kotamobagu,2018,18758.8,12478.21,412.62,5731.79,129.41,6.77
Banggai Kepulauan,2018,16212.23,14000.47,248.31,1797.25,142.91,23.29
Banggai,2018,16919.62,10458.77,965.69,5205.77,233.51,55.87
Morowali,2018,25546.73,23490.56,609.17,1436.13,10.88,0.0
Poso,2018,13898.98,13346.44,321.39,206.16,24.99,0.0
Donggala,2018,13824.08,11774.07,1113.86,889.75,43.87,2.52
Toli-Toli,2018,15168.71,11587.86,689.22,2832.34,59.29,0.0
Buol,2018,14481.22,10032.79,926.85,3063.9,357.74,99.94
Parigi Moutong,2018,18776.85,15950.48,1336.53,1241.22,237.05,11.59
Tojo Una-Una,2018,19541.65,14641.0,604.08,4156.16,115.91,24.49
Sigi,2018,14945.87,12307.13,944.4,1499.83,194.52,0.0
Banggai Laut,2018,13376.61,12778.81,43.26,554.55,0.0,0.0
Morowali Utara,2018,16574.61,14537.95,323.15,1426.05,254.09,33.37
Kota Palu,2018,12150.87,8296.69,554.59,3279.4,8.14,12.05
Kepulauan Selayar,2018,18945.85,16429.36,1290.69,819.16,396.83,9.8
Bulukumba,2018,13477.08,10720.29,1069.14,1322.59,342.93,22.13
Bantaeng,2018,16145.37,13044.53,1751.61,994.63,353.4,1.21
Jeneponto,2018,12537.63,10658.67,993.88,723.74,134.84,26.51
Takalar,2018,14700.88,14181.19,307.28,117.72,94.69,0.0
Gowa,2018,14214.63,10820.43,1677.99,1520.07,194.7,1.44
Sinjai,2018,10908.82,7653.37,801.09,1435.34,965.15,53.88
Maros,2018,15963.77,13216.04,416.01,2248.91,82.8,0.0
Pangkajene dan Kepulauan,2018,13537.77,11741.89,895.06,864.13,36.69,0.0
Barru,2018,11523.75,8428.8,333.64,2758.78,2.53,0.0
Bone,2018,12980.27,11549.24,462.12,750.53,204.84,13.55
Soppeng,2018,13143.9,10378.69,700.39,2051.01,13.81,0.0
Wajo,2018,15179.88,13139.69,186.41,1773.74,72.53,7.51
Sidenreng Rappang,2018,15041.12,14373.17,206.3,461.65,0.0,0.0
Pinrang,2018,13246.38,12185.2,558.92,501.78,0.48,0.0
Enrekang,2018,11283.13,8329.16,192.97,2653.71,90.78,16.51
Luwu,2018,14952.43,13591.92,316.39,948.4,65.49,30.23
Tana Toraja,2018,8733.4,6458.21,533.29,1531.53,30.18,180.18
Luwu Utara,2018,17219.4,15792.62,1255.97,120.14,49.18,1.5
Luwu Timur,2018,17376.46,12099.58,406.92,4497.83,189.72,182.41
Toraja Utara,2018,10978.58,9785.07,53.59,962.11,37.67,140.15
Kota Makasar,2018,14458.67,11728.11,580.82,2107.2,5.32,37.22
Kota Parepare,2018,11101.84,9672.51,533.05,896.28,0.0,0.0
Kota Palopo,2018,16010.21,15056.15,687.69,262.29,2.89,1.19
Buton,2018,5686.54,4351.49,836.41,367.79,102.3,28.55
Muna,2018,9040.15,7971.44,809.2,244.1,14.93,0.49
Konawe,2018,16266.85,13893.21,1577.03,602.8,137.27,56.54
Kolaka,2018,17215.2,13606.37,1525.31,1846.77,232.97,3.79
Konawe Selatan,2018,14478.71,13065.21,811.27,180.44,308.67,113.12
Bombana,2018,20926.64,17908.19,642.67,2160.04,184.71,31.04
Wakatobi,2018,10554.13,8923.63,746.93,810.08,58.9,14.6
Kolaka Utara,2018,16571.26,15425.66,213.87,825.89,97.23,8.62
Buton Utara,2018,11080.6,8766.02,585.82,1645.03,83.74,0.0
Konawe Utara,2018,19580.82,17504.13,642.68,1344.49,53.21,36.31
Kolaka Timur,2018,20006.51,18011.3,1032.83,652.74,245.88,63.76
Konawe Kepulauan,2018,17267.3,16258.76,1005.31,3.23,0.0,0.0
Muna Barat,2018,8020.26,7192.64,625.06,54.52,132.57,15.46
Buton Tengah,2018,10718.02,9716.01,11.81,988.5,1.7,0.0
Buton Selatan,2018,8206.51,6376.96,436.56,1359.3,6.72,26.97
Kota Kendari,2018,14880.04,12410.63,181.3,2204.52,5.5,78.09
Kota Baubau,2018,8944.62,8107.92,605.76,228.34,2.6,0.0
Boalemo,2018,13253.66,9526.23,428.77,2568.72,387.93,342.01
Gorontalo,2018,10968.65,9987.15,435.6,104.04,318.01,123.84
Pohuwato,2018,16140.44,13947.51,226.94,1563.99,211.85,190.14
Bone Bolango,2018,12515.78,10957.93,413.15,811.14,249.87,83.69
Gorontalo Utara,2018,12992.35,11476.75,5.41,381.24,770.61,358.34
Kota Gorontalo,2018,14472.96,12397.03,317.94,1704.11,12.01,41.88
Majene,2018,11987.53,10279.54,1216.71,459.68,31.6,0.0
Polewali Mandar,2018,10137.14,8686.23,248.79,1157.3,34.84,9.98
Mamasa,2018,10719.36,9580.52,901.18,203.49,31.44,2.74
Mamuju,2018,14675.92,13531.8,447.48,637.32,49.99,9.33
Mamuju Utara,2018,20295.08,18696.76,134.3,1400.86,59.05,4.12
Mamuju Tengah,2018,15387.61,12359.14,478.19,2509.78,40.49,0.0
Maluku Tenggara Barat,2018,10479.81,8399.21,488.37,403.78,844.53,343.92
Maluku Tenggara,2018,7777.91,6147.83,535.83,616.22,342.08,135.93
Maluku Tengah,2018,14478.5,10310.4,1603.06,2018.29,436.32,110.43
Buru,2018,17313.23,13720.92,1302.55,1450.85,816.33,22.58
Kepulauan Aru,2018,10239.43,7219.38,208.57,1734.34,926.63,150.51
Seram Bagian Barat,2018,9607.77,6933.06,840.59,1053.76,773.77,6.59
Seram Bagian Timur,2018,13597.01,9534.97,705.04,2002.61,1103.16,251.23
Maluku Barat Daya,2018,6009.68,3760.63,269.36,857.99,1109.52,12.18
Buru Selatan,2018,6571.28,4037.2,182.06,984.44,1363.44,4.14
Kota Ambon,2018,13615.53,10971.09,843.44,1754.89,46.11,0.0
Kota Tual,2018,9445.67,6893.18,1085.1,987.97,180.93,298.5
Halmahera Barat,2018,12175.32,9663.15,1321.17,723.59,365.74,101.67
Halmahera Tengah,2018,22502.29,14379.55,824.0,5077.95,1131.73,1089.06
Kepulauan Sula,2018,11883.9,6752.3,1854.93,2599.61,413.62,263.44
Halmahera Selatan,2018,15342.99,10676.02,1226.48,1782.03,912.36,746.09
Halmahera Utara,2018,11615.02,9796.33,779.79,845.26,128.58,65.05
Halmahera Timur,2018,14318.7,8059.41,1459.91,3954.98,587.74,256.66
Pulau Morotai,2018,10447.49,8390.17,148.39,950.21,736.58,222.14
Pulau Taliabu,2018,18918.41,15141.37,2565.27,413.49,436.77,361.51
Kota Ternate,2018,25821.34,21659.56,2080.0,2072.19,9.59,0.0
Kota Tidore Kepulauan,2018,16472.18,14150.71,502.54,1199.66,139.78,479.5
Fakfak,2018,17280.76,15210.18,345.63,939.13,331.12,454.69
Kaimana,2018,18530.71,15788.05,623.07,1265.89,80.51,773.19
Teluk Wondama,2018,25326.59,11532.09,2626.92,2046.8,248.79,8871.99
Teluk Bintuni,2018,26758.76,18748.62,1737.66,4207.21,183.47,1881.8
Manokwari,2018,15195.54,11062.58,593.37,1907.13,6.34,1626.12
Manokwari Selatan,2018,17019.53,10923.61,1227.46,1576.74,55.08,3236.65
Pegunungan Arfak,2018,4552.07,4154.66,38.99,0.0,72.17,286.25
Raja Ampat,2018,19204.38,14437.29,585.16,626.57,206.18,3349.18
Sorong,2018,22397.9,18909.92,1406.1,1027.09,130.83,923.96
Sorong Selatan,2018,11799.38,10648.74,119.72,0.0,19.16,1011.76
Maybrat,2018,12608.5,12127.05,0.0,146.18,134.12,201.15
Tambrauw,2018,8045.48,6463.82,15.98,323.75,58.44,1183.5
Kota Sorong,2018,14809.58,12616.81,105.44,1653.09,62.84,371.4
Jayapura,2018,12668.83,8088.23,911.66,497.06,141.07,3030.82
Kepulauan Yapen,2018,18660.62,12079.69,276.32,2161.1,45.5,4098.02
Biak Numfor,2018,13460.28,7676.13,40.98,577.09,8.47,5157.62
Sarmi,2018,15863.32,8492.45,318.67,3322.07,72.99,3657.14
Keerom,2018,13916.44,7390.78,1915.9,3440.59,124.78,1044.39
Waropen,2018,22959.82,14270.67,2144.42,2584.64,143.54,3816.54
Supiori,2018,9786.12,5506.49,14.89,226.02,6.57,4032.16
Mamberamo Raya,2018,11458.19,5301.34,18.06,493.42,282.45,5362.93
Kota Jayapura,2018,14799.16,11082.63,200.1,2607.42,60.35,848.65
Merauke,2018,21513.44,14966.34,971.08,3704.42,484.84,1386.76
Boven Digoel,2018,22084.92,20328.24,52.14,1049.38,314.16,341.0
Mappi,2018,8946.21,6255.34,296.14,1219.52,659.19,516.02
Asmat,2018,9533.44,6389.71,246.63,1630.53,1087.42,179.15
Mimika,2018,23179.04,17273.85,1097.77,4053.73,5.37,748.32
Dogiyai,2018,4065.03,2208.26,825.16,307.5,724.1,0.0
Deiyai,2018,9984.37,7111.52,2584.88,148.12,0.0,139.85
Nabire,2018,23015.9,19111.53,336.63,2227.15,39.6,1300.99
Paniai,2018,24718.71,23124.99,1524.79,45.85,0.0,23.08
Intan Jaya,2018,9643.06,7828.36,1002.88,734.37,77.44,0.0
Puncak,2018,7513.39,7513.39,0.0,0.0,0.0,0.0
Puncak Jaya,2018,8056.94,5305.87,54.86,215.89,284.03,2196.29
Nduga,2018,10416.5,6614.71,662.31,112.75,3019.6,7.13
Jayawijaya,2018,18520.79,12746.08,145.37,5093.37,269.18,266.79
Lanny Jaya,2018,19170.51,14629.96,0.0,97.93,3471.17,971.45
Tolikara,2018,7619.56,6901.11,92.4,41.37,0.0,584.68
Mamberamo Tengah,2018,10467.19,9142.35,240.21,1078.94,0.0,5.7
Yalimo,2018,19857.42,2296.99,12391.76,3844.5,1324.17,0.0
Yahukimo,2018,5423.24,3855.16,71.45,1382.73,23.75,90.16
Pegunungan Bintang,2018,8688.5,7908.7,45.08,0.0,0.0,734.72
Simeulue,2019,21578.64,18343.48,1785.89,1422.87,20.06,6.34
Aceh Singkil,2019,18165.89,16751.14,1136.34,259.66,13.63,5.12
Aceh Selatan,2019,18129.78,11924.29,3436.56,2534.45,140.9,93.57
Aceh Tenggara,2019,20346.15,16145.18,3350.31,774.6,41.06,35.0
Aceh Timur,2019,21699.18,16940.5,3151.5,1466.82,66.94,73.41
Aceh Tengah,2019,20242.76,14574.34,4506.64,1123.87,37.91,0.0
Aceh Barat,2019,22338.77,15922.62,4553.86,1203.56,493.64,165.08
Aceh Besar,2019,17630.63,12746.88,2838.52,1808.83,97.42,138.99
Pidie,2019,17994.98,13599.17,3546.61,833.79,7.86,7.55
Bireuen,2019,17866.06,13541.96,3742.64,575.61,4.54,1.3
Aceh Utara,2019,13353.47,7909.49,3542.53,1893.93,7.52,0.0
Aceh Barat Daya,2019,18020.76,14021.43,3185.15,431.88,281.82,100.47
Gayo Lues,2019,23283.15,18104.32,2776.19,2040.01,119.07,243.56
Aceh Tamiang,2019,13523.69,11508.31,1362.02,649.8,3.55,0.02
Nagan Raya,2019,23465.04,15985.92,3626.71,3513.05,323.5,15.85
Aceh Jaya,2019,25480.31,13944.04,6384.05,4562.42,545.46,44.34
Bener Meriah,2019,23417.27,17625.8,4243.67,1501.3,46.51,0.0
Pidie Jaya,2019,19368.79,12234.36,5741.21,1381.8,0.0,11.42
Kota Banda Aceh,2019,18333.52,15125.95,2790.85,387.39,27.22,2.11
Kota Sabang,2019,21344.87,17573.46,2297.43,1445.85,18.24,9.89
Kota Langsa,2019,16291.16,12992.13,2185.58,1113.29,0.17,0.0
Kota Lhokseumawe,2019,15812.76,12760.75,1549.45,1500.03,2.52,0.0
Kota Subulussalam,2019,20494.26,16539.58,2576.07,1341.86,29.52,7.23
Nias,2019,9900.57,5958.84,2487.05,1063.77,128.44,262.47
Mandailing Natal,2019,25302.3,18025.58,1877.53,5320.03,55.14,24.03
Tapanuli Selatan,2019,20493.05,14836.47,2956.21,2620.05,77.52,2.8
Tapanuli Tengah,2019,16472.14,11756.1,3250.03,1336.64,107.26,22.11
Tapanuli Utara,2019,18836.73,12704.08,4221.53,1835.27,75.85,0.0
Toba Samosir,2019,19921.85,14168.5,4103.31,1611.2,34.04,4.8
Labuhan Batu,2019,20813.52,16820.53,1701.03,2291.33,0.62,0.0
Asahan,2019,17711.52,15169.77,1793.83,745.39,1.35,1.18
Simalungun,2019,20636.58,15012.94,3448.98,1425.0,108.31,641.36
Dairi,2019,22258.53,15280.18,4112.7,1648.17,418.25,799.23
Karo,2019,31667.43,21224.41,2358.09,2899.87,1851.94,3333.12
Deli Serdang,2019,17808.84,15077.54,1523.08,1200.16,5.68,2.38
Langkat,2019,17264.91,13115.68,3081.55,997.62,53.14,16.91
Nias Selatan,2019,9830.81,6866.42,1750.59,119.96,132.04,961.8
Humbang Hasundutan,2019,16271.79,10462.1,5160.03,589.43,60.22,0.0
Pakpak Bharat,2019,19542.35,14998.72,2955.95,1355.01,172.59,60.08
Samosir,2019,20435.68,12459.92,6020.48,1371.5,69.82,513.95
Serdang Bedagai,2019,17406.7,14447.1,2120.39,817.41,14.14,7.66
Batu Bara,2019,20029.71,15858.97,2205.16,1953.47,0.44,11.67
Padang Lawas Utara,2019,22057.95,15735.6,3056.73,2858.55,334.3,72.77
Padang Lawas,2019,23192.01,17902.69,2277.79,2925.63,68.42,17.48
Labuhan Batu Selatan,2019,19795.9,16652.02,1776.4,1283.08,84.4,0.0
Labuhan Batu Utara,2019,20996.8,17122.14,3160.31,646.04,68.32,0.0
Nias Utara,2019,9773.75,6509.21,2739.67,102.47,67.52,354.88
Nias Barat,2019,8218.87,4823.37,2400.25,491.33,75.1,428.82
Kota Sibolga,2019,20227.62,16855.31,2657.95,671.95,14.86,27.54
Kota Tanjung Balai,2019,18509.13,14951.41,2759.29,785.17,12.88,0.38
Kota Pematang Siantar,2019,13891.96,9905.25,2076.22,1910.49,0.0,0.0
Kota Tebing Tinggi,2019,12665.43,10486.34,1325.74,853.34,0.0,0.0
Kota Medan,2019,14948.25,11214.23,1183.04,2312.74,0.0,238.24
Kota Binjai,2019,12275.81,10162.53,1188.86,920.13,4.3,0.0
Kota Padangsidimpuan,2019,19620.92,16167.21,2051.05,1365.98,36.68,0.0
Kota Gunungsitoli,2019,10837.17,7340.95,1680.16,1568.07,40.1,207.89
Kepulauan Mentawai,2019,19605.79,16926.53,680.07,1952.14,47.06,0.0
Pesisir Selatan,2019,23260.63,19258.9,2148.75,1788.14,47.52,17.33
Solok,2019,23930.67,21606.25,949.39,1253.7,95.75,25.58
Sijunjung,2019,18182.08,16284.58,675.59,1083.42,125.78,12.71
Tanah Datar,2019,17387.53,13586.24,1795.21,1973.13,19.25,13.71
Padang Pariaman,2019,17760.86,15523.93,1456.97,739.28,40.67,0.0
Agam,2019,17274.39,12091.06,3610.83,1502.08,55.52,14.9
Lima Puluh Kota,2019,20091.17,16723.85,1750.16,1424.2,156.32,36.64
Pasaman,2019,19026.34,15840.43,1599.78,1329.9,230.26,25.97
Solok Selatan,2019,20284.91,18078.33,1091.44,1082.95,5.86,26.32
Dharmasraya,2019,23353.16,21360.91,704.58,1228.21,48.78,10.68
Pasaman Barat,2019,21538.72,19425.23,885.99,793.27,128.94,305.29
Kota Padang,2019,18817.09,15749.97,633.54,2429.06,0.0,4.53
Kota Solok,2019,22623.91,20052.11,1939.09,609.98,22.73,0.0
Kota Sawah Lunto,2019,20179.29,15496.36,1150.44,3426.21,86.17,20.11
Kota Padang Panjang,2019,16195.86,13343.42,1784.95,722.12,0.0,345.36
Kota Bukittinggi,2019,19782.67,11552.61,3444.43,4755.19,13.41,17.02
Kota Payakumbuh,2019,18459.11,14291.37,1131.38,2912.5,72.11,51.76
Kota Pariaman,2019,17517.73,14788.31,1244.26,1469.46,15.69,0.0
Kuantan Singingi,2019,22077.61,20502.47,879.6,656.09,33.09,6.36
Indragiri Hulu,2019,20959.17,17343.38,1802.1,1769.86,24.11,19.72
Indragiri Hilir,2019,18781.8,15761.17,1157.21,1795.41,68.02,0.0
Pelalawan,2019,25767.2,22235.95,1832.09,1637.47,20.04,41.65
Siak,2019,20961.98,16269.29,511.72,4134.47,29.86,16.65
Kampar,2019,16821.59,14582.08,1167.69,962.08,22.32,87.42
Rokan Hulu,2019,21511.97,18859.03,958.93,1466.9,227.11,0.0
Bengkalis,2019,19328.88,15973.06,1872.7,1446.65,30.31,6.16
Rokan Hilir,2019,18611.94,16529.6,847.94,1102.52,63.84,68.05
Kepulauan Meranti,2019,20179.27,17237.42,2486.52,360.19,68.01,27.13
Kota Pekanbaru,2019,20869.63,17773.94,1778.04,1169.09,14.41,134.14
Kota Dumai,2019,19244.19,15056.52,1574.48,2505.72,29.57,77.9
Kerinci,2019,19438.66,17466.99,1046.42,886.21,30.09,8.95
Merangin,2019,19748.21,16635.87,771.08,2217.03,84.49,39.73
Sarolangun,2019,21038.29,18418.08,1496.82,991.93,46.78,84.68
Batang Hari,2019,19495.12,15502.22,1516.21,2375.4,5.9,95.4
Muaro Jambi,2019,16494.32,11783.98,2345.8,2311.39,53.15,0.0
Tanjung Jabung Timur,2019,18930.02,17946.38,941.2,8.57,33.87,0.0
Tanjung Jabung Barat,2019,18405.62,16286.67,1010.11,1046.11,53.01,9.71
Tebo,2019,14373.03,11855.79,1399.69,1102.02,14.53,1.0
Bungo,2019,21093.15,18795.73,923.58,1336.5,31.04,6.3
Kota Jambi,2019,15880.25,14649.88,525.44,656.46,0.0,48.46
Kota Sungai Penuh,2019,27134.8,21460.68,2203.26,3452.61,12.1,6.16
Ogan Komering Ulu,2019,16979.2,12451.23,4295.09,115.14,86.88,30.87
Ogan Komering Ilir,2019,16247.64,12596.37,2722.72,776.4,97.2,54.95
Muara Enim,2019,18582.33,14982.37,3237.7,327.68,34.58,0.0
Lahat,2019,20437.0,11803.69,7830.16,716.85,13.53,72.77
Musi Rawas,2019,16872.51,7648.46,8499.77,384.41,259.77,80.1
Musi Banyuasin,2019,16972.81,13988.81,2610.09,304.16,65.59,4.15
Banyu Asin,2019,17116.38,14381.39,2095.46,576.28,59.73,3.52
Ogan Komering Ulu Selatan,2019,18918.07,11775.92,6166.26,179.33,561.95,234.62
Ogan Komering Ulu Timur,2019,18653.93,12312.36,5532.34,572.21,178.32,58.71
Ogan Ilir,2019,18290.02,14011.03,2411.81,1728.11,38.93,100.13
Empat Lawang,2019,14002.53,6349.56,6346.11,1124.21,163.71,18.94
Penukal Abab Lematang Ilir,2019,16785.48,12657.13,3915.29,208.15,4.91,0.0
Musi Rawas Utara,2019,22936.95,14962.61,7036.22,899.83,16.26,22.03
Kota Palembang,2019,15431.04,14066.16,840.58,497.99,6.89,19.43
Kota Prabumulih,2019,14182.33,11168.73,1881.65,1090.01,41.93,0.0
Kota Pagar Alam,2019,15983.89,9167.4,6711.41,82.36,21.23,1.49
Kota Lubuklinggau,2019,12996.13,8659.67,3200.89,1109.39,8.31,17.86
Bengkulu Selatan,2019,17880.46,11335.36,5089.72,1428.84,0.0,26.55
Rejang Lebong,2019,17680.64,12934.12,4619.44,74.39,51.04,1.64
Bengkulu Utara,2019,18483.85,13415.0,4352.21,531.34,162.6,22.69
Kaur,2019,20763.12,15680.41,4626.72,51.04,325.01,79.94
Seluma,2019,19747.72,14891.18,4444.83,385.86,16.33,9.51
Mukomuko,2019,23470.19,17100.0,3882.59,2210.05,232.58,44.97
Lebong,2019,23240.07,20265.26,2491.98,287.53,44.09,151.21
Kepahiang,2019,17026.02,9364.85,7201.91,351.21,80.82,27.23
Bengkulu Tengah,2019,18802.77,14342.5,3799.16,575.42,76.22,9.47
Kota Bengkulu,2019,18924.95,16166.48,2390.07,350.93,0.0,17.46
Lampung Barat,2019,19400.7,12344.63,5636.49,463.66,565.78,390.14
Tanggamus,2019,15142.49,8663.08,5563.86,429.63,295.48,190.45
Lampung Selatan,2019,18514.12,12843.79,4143.95,1283.33,88.46,154.59
Lampung Timur,2019,15510.83,10604.9,3540.3,1052.52,219.4,93.71
Lampung Tengah,2019,15222.6,9340.02,4155.31,1186.6,334.12,206.56
Lampung Utara,2019,16373.74,11359.77,3666.44,1254.39,69.08,24.07
Way Kanan,2019,15876.55,9312.96,5482.04,444.99,334.96,301.61
Tulangbawang,2019,16861.03,13791.35,1745.61,799.93,185.74,338.4
Pesawaran,2019,16333.35,10143.29,4844.23,1003.84,216.74,125.25
Pringsewu,2019,15420.14,9678.98,4963.37,525.59,151.81,100.4
Mesuji,2019,20412.47,16055.88,3155.28,648.24,336.94,216.13
Tulang Bawang Barat,2019,14543.92,12953.01,1315.54,63.79,119.86,91.72
Pesisir Barat,2019,22046.89,16293.93,4935.98,480.31,208.89,127.77
Kota Bandar Lampung,2019,20985.04,17665.17,1736.77,1579.6,2.33,1.17
Kota Metro,2019,17319.67,14450.95,2092.67,720.13,31.15,24.78
Bangka,2019,24245.76,21634.12,1027.14,1533.1,34.88,16.52
Belitung,2019,24669.32,19364.41,2532.89,2771.53,0.49,0.0
Bangka Barat,2019,24042.51,19453.65,1946.49,2511.04,129.81,1.52
Bangka Tengah,2019,25847.85,23844.73,484.36,1506.8,11.95,0.0
Bangka Selatan,2019,26052.92,22843.56,1287.46,1851.9,70.01,0.0
Belitung Timur,2019,29913.36,26979.74,888.66,1901.07,13.57,130.32
Kota Pangkal Pinang,2019,22956.51,20530.83,820.76,1481.3,54.3,69.32
Karimun,2019,16171.65,12826.42,935.89,2291.11,16.2,102.03
Bintan,2019,13250.1,11816.29,979.91,388.38,39.57,25.95
Natuna,2019,19698.61,16210.5,750.53,2726.97,6.42,4.19
Lingga,2019,13807.86,12227.09,1272.07,283.75,16.92,8.03
Kepulauan Anambas,2019,26671.19,21939.31,944.67,3752.86,34.35,0.0
Kota Batam,2019,17487.66,13414.46,1823.09,2168.51,0.0,81.59
Kota Tanjung Pinang,2019,15776.13,13372.37,623.4,1780.37,0.0,0.0
Kep. Seribu,2019,23858.04,20713.28,782.13,1957.63,0.0,405.0
Jakarta Selatan,2019,18598.14,10892.63,1681.33,5940.3,2.78,81.1
Jakarta Timur,2019,18229.19,15259.43,1176.57,1777.97,0.0,15.22
Jakarta Pusat,2019,15023.06,10633.44,1180.55,2976.28,0.0,232.78
Jakarta Barat,2019,20552.27,14129.71,1631.35,4734.32,53.68,3.22
Jakarta Utara,2019,17516.7,13608.05,1666.77,2182.66,0.0,59.22
Bogor,2019,17581.79,13579.54,2367.26,1610.8,10.31,13.87
Sukabumi,2019,23809.41,14998.81,7369.59,1361.39,72.87,6.75
Cianjur,2019,15471.21,10029.98,3947.7,1193.81,254.76,44.95
Bandung,2019,17922.75,11832.32,4451.41,1593.05,45.27,0.7
Garut,2019,20934.57,9733.77,8422.03,2453.73,297.61,27.44
Tasikmalaya,2019,22434.39,11824.19,9395.91,981.46,227.41,5.41
Ciamis,2019,19254.03,11721.69,6047.13,1297.76,158.81,28.65
Kuningan,2019,14615.08,9497.12,3994.78,1114.67,5.33,3.18
Cirebon,2019,14523.24,12039.9,2048.16,408.98,23.26,2.95
Majalengka,2019,18935.99,12843.06,4297.85,1628.36,126.53,40.19
Sumedang,2019,20463.64,10399.78,7001.81,2862.39,119.86,79.81
Indramayu,2019,20250.99,16504.97,3533.15,194.19,15.11,3.58
Subang,2019,22333.53,15850.37,4887.26,1550.21,29.46,16.23
Purwakarta,2019,20819.94,14872.13,4230.34,1636.44,61.91,19.12
Karawang,2019,19957.36,15582.36,3695.68,649.17,7.33,22.81
Bekasi,2019,17616.62,14862.0,1210.28,1463.68,11.9,68.76
Bandung Barat,2019,21829.66,14616.55,5843.07,1223.14,98.24,48.66
Pangandaran,2019,17851.19,8940.33,5668.91,2558.98,537.03,145.95
Kota Bogor,2019,21907.01,15313.41,2231.96,4285.42,0.0,76.21
Kota Sukabumi,2019,24315.78,18286.82,2868.61,3069.37,29.18,61.81
Kota Bandung,2019,19915.55,16602.59,1843.76,1256.35,23.6,189.25
Kota Cirebon,2019,14048.07,12745.28,507.95,794.84,0.0,0.0
Kota Bekasi,2019,17557.31,14907.79,1596.83,950.31,0.0,102.38
Kota Depok,2019,16372.56,10908.74,1465.75,3888.63,2.59,106.85
Kota Cimahi,2019,18070.84,13857.14,2258.13,1765.8,4.4,185.37
Kota Tasikmalaya,2019,16379.31,8986.09,4937.92,2414.92,39.63,0.76
Kota Banjar,2019,20742.56,15131.09,4664.56,791.21,139.77,15.92
Cilacap,2019,14864.65,10108.04,3292.75,1150.72,205.94,107.2
Banyumas,2019,13009.2,8537.85,3338.54,658.07,256.16,218.58
Purbalingga,2019,13694.94,9542.96,3258.49,452.07,335.51,105.9
Banjarnegara,2019,13557.23,7383.67,3619.49,903.35,1066.29,584.43
Kebumen,2019,11386.35,6391.24,3377.24,487.61,570.77,559.49
Purworejo,2019,11841.37,7551.8,2299.86,1577.07,251.15,161.5
Wonosobo,2019,12910.56,8664.88,1433.85,794.61,1242.25,774.97
Magelang,2019,10434.04,7671.54,1053.64,1065.46,354.87,288.53
Boyolali,2019,12480.29,10427.92,1177.6,661.18,133.67,79.91
Klaten,2019,11206.42,8646.33,874.93,1538.28,106.26,40.62
Sukoharjo,2019,12500.68,11277.66,939.1,256.39,9.57,17.96
Wonogiri,2019,11339.67,7679.73,1806.46,1650.67,127.04,75.77
Karanganyar,2019,13707.19,10801.73,1647.27,1211.97,43.5,2.72
Sragen,2019,11930.8,9493.52,1243.83,1007.47,176.59,9.4
Grobogan,2019,12940.39,12108.64,636.92,68.83,82.18,43.81
Blora,2019,13077.1,11836.7,619.44,346.2,204.41,70.34
Rembang,2019,16163.83,14725.53,705.64,551.18,148.13,33.36
Pati,2019,13651.16,12166.07,1245.98,216.8,21.46,0.85
Kudus,2019,9775.94,9459.96,286.01,28.53,0.0,1.44
Jepara,2019,11344.77,10092.0,497.4,749.74,0.0,5.62
Demak,2019,16874.65,15888.7,468.51,494.63,17.47,5.33
Semarang,2019,13601.09,11418.07,1198.57,384.56,343.82,256.08
Temanggung,2019,9541.32,6141.8,834.76,413.73,1407.34,743.68
